TestID;Number of Peers;P2P Algorithm;Total Duration [s];Total Received Bytes;Minimum Transfer Time Error Rate [%];Average Transfer Time Error Rate [%];Maximum Transfer Time Error Rate [%];Same PDF File;Maximum Connection Time [s];Minimum Connection Time [s];Average Connection Time [s];Maximum Transfer Time [s];Minimum Transfer Time [s];Average Transfer Time [s];Maximum Total Time [s];Minimum Total Time [s];Average Total Time [s];Maximum Latency Error Rate [%];Minimum Latency Error Rate [%];Average Latency Error Rate [%];Maximum Bandwidth Error Rate [%];Minimum Bandwidth Error Rate [%];Average Bandwidth Error Rate [%];Smallest Bandwidth [Kbps]
Test379;50;NOT USED;499.74;67108864;0.70;0.70;0.72;true;0.16;0.11;0.14;485.42;485.34;485.36;485.57;485.46;485.50;;;;;;;1114
Test380;50;NOT USED;985.16;134217728;0.70;0.70;0.72;true;0.16;0.11;0.13;970.84;970.63;970.67;970.99;970.75;970.81;;;;;;;1114
Test381;20;USED;15.44;2239815;3.55;13.30;52.49;true;9.33;0.11;3.50;3.51;0.82;2.36;10.70;3.55;5.87;;;;;;;5396
Test382;20;USED;19.40;4293938;2.16;7.40;27.74;true;12.43;0.11;5.34;6.58;1.32;4.38;15.21;6.62;9.73;;;;;;;5396
Test383;20;USED;29.60;8869498;1.41;3.93;13.70;true;21.54;0.12;8.86;13.41;2.43;8.88;27.00;13.45;17.75;;;;;;;5396
Test384;20;USED;44.10;15890720;1.09;2.49;7.88;true;30.76;0.11;14.52;23.89;4.14;15.79;40.37;23.93;30.32;;;;;;;5396
Test385;20;USED;77.13;32095088;0.89;1.58;4.31;true;55.26;0.11;26.46;48.08;8.09;31.73;72.65;48.12;58.20;;;;;;;5396
Test386;20;USED;151.65;67108864;0.78;1.11;2.41;true;107.69;0.11;53.25;100.37;16.62;66.17;147.97;100.40;119.43;;;;;;;5396
Test387;20;USED;291.25;134217728;0.74;0.90;1.54;true;206.01;0.12;101.79;200.54;32.97;132.19;286.37;200.59;233.98;;;;;;;5396
Test388;35;USED;21.38;2239815;2.06;8.60;41.98;true;15.45;0.11;5.56;5.12;0.91;3.35;18.10;1.26;8.92;;;;;;;3620
Test389;35;USED;29.38;4293938;1.38;4.68;22.30;true;18.54;0.11;7.41;9.70;1.54;6.29;24.91;9.73;13.70;;;;;;;3620
Test390;35;USED;43.56;8869498;1.03;2.61;10.28;true;30.60;0.11;13.88;19.88;3.07;12.85;38.32;19.91;26.74;;;;;;;3620
Test391;35;USED;68.03;15890720;0.88;1.77;6.17;true;43.18;0.11;22.55;35.50;5.40;22.92;63.40;35.54;45.47;;;;;;;3620
Test392;35;USED;128.59;32095088;0.79;1.21;3.38;true;80.05;0.11;45.40;71.56;10.78;46.14;123.88;71.60;91.55;;;;;;;3620
Test393;35;USED;257.66;67108864;0.74;0.95;2.20;true;161.41;0.11;92.06;149.49;22.36;96.34;251.07;149.52;188.40;;;;;;;3620
Test394;35;USED;507.87;134217728;0.72;0.82;1.36;true;307.76;0.11;180.73;298.87;44.65;192.54;503.09;298.87;373.27;;;;;;;3620
Test395;50;USED;28.45;2239815;1.42;6.51;55.23;true;18.61;0.11;7.30;10.12;0.86;3.71;24.05;2.45;11.02;;;;;;;1795
Test396;50;USED;33.47;4293938;1.01;3.76;29.63;true;21.58;0.11;8.47;19.33;1.37;7.00;26.58;7.31;15.47;;;;;;;1795
Test397;50;USED;53.61;8869498;0.85;2.17;14.79;true;33.71;0.11;15.94;39.86;2.52;14.32;46.21;20.05;30.27;;;;;;;1795
Test398;50;USED;82.51;15890720;0.78;1.52;8.05;true;48.89;0.11;25.13;71.37;4.25;25.57;78.43;35.77;50.70;;;;;;;1795
Test399;50;USED;156.66;32095088;0.74;1.09;4.27;true;85.59;0.11;50.50;144.10;8.28;51.50;153.93;72.08;102.00;;;;;;;1795
Test400;50;USED;321.54;67108864;0.71;0.89;2.56;true;166.02;0.11;105.16;301.24;17.04;107.55;317.84;150.51;212.71;;;;;;;1795
Test401;50;USED;638.70;134217728;0.70;0.79;1.63;true;313.90;0.11;206.74;602.42;33.77;214.98;632.99;300.86;421.72;;;;;;;1795
Test402;20;NOT USED;14.00;2239815;0.71;1.31;2.65;true;0.17;0.11;0.14;6.81;6.73;6.77;6.98;6.85;6.91;;;;;;;2698
Test403;20;NOT USED;19.98;4293938;0.71;1.05;1.72;true;0.16;0.12;0.13;12.95;12.87;12.91;13.11;12.99;13.05;;;;;;;2698
Test404;20;NOT USED;33.44;8869498;0.71;0.90;1.63;true;0.15;0.11;0.13;26.61;26.53;26.57;26.77;26.64;26.71;;;;;;;2698
Test405;20;NOT USED;54.56;15890720;0.71;0.96;7.16;true;0.16;0.11;0.14;50.49;47.49;47.68;50.62;47.61;47.82;;;;;;;2698
Test406;20;NOT USED;103.11;32095088;0.71;0.80;1.63;true;0.17;0.11;0.14;95.96;95.88;95.92;96.13;96.00;96.06;;;;;;;2698
Test407;20;NOT USED;209.31;67108864;0.71;0.81;2.35;true;0.16;0.11;0.13;203.67;200.43;200.63;203.79;200.55;200.77;;;;;;;2698
Test408;20;NOT USED;431.39;134217728;0.71;0.90;7.09;true;0.15;0.12;0.13;426.22;400.80;402.12;426.34;400.93;402.26;;;;;;;2698
Test409;35;NOT USED;23.04;2239815;0.72;1.21;2.94;true;0.16;0.11;0.14;12.73;12.50;12.54;12.89;12.62;12.69;;;;;;;1448
Test410;35;NOT USED;35.30;4293938;0.72;1.06;4.16;true;0.16;0.12;0.14;24.71;23.93;24.00;24.87;24.05;24.14;;;;;;;1448
Test411;35;NOT USED;61.56;8869498;0.72;0.93;2.32;true;0.15;0.11;0.14;50.14;49.38;49.49;50.30;49.51;49.64;;;;;;;1448
Test412;35;NOT USED;99.17;15890720;0.72;0.92;3.00;true;0.16;0.12;0.14;90.43;88.45;88.66;90.59;88.57;88.81;;;;;;;1448
Test413;35;NOT USED;189.94;32095088;0.72;0.86;2.21;true;0.16;0.12;0.14;181.25;178.60;178.93;181.41;178.72;179.08;;;;;;;1448
Test414;35;NOT USED;389.19;67108864;0.71;0.86;2.35;true;0.16;0.11;0.14;379.51;373.40;374.11;379.67;373.52;374.25;;;;;;;1448
Test415;35;NOT USED;766.55;134217728;0.70;0.83;2.18;true;0.16;0.11;0.14;757.77;746.75;747.99;757.93;746.87;748.13;;;;;;;1448
Test416;50;NOT USED;30.42;2239815;0.97;1.09;1.36;true;0.16;0.11;0.14;16.30;16.24;16.26;16.46;16.36;16.40;;;;;;;1114
Test417;50;NOT USED;45.49;4293938;0.83;0.90;0.96;true;0.16;0.11;0.14;31.13;31.09;31.11;31.30;31.21;31.25;;;;;;;1114
Test418;50;NOT USED;78.66;8869498;0.76;0.79;0.84;true;0.16;0.11;0.13;64.23;64.18;64.20;64.39;64.30;64.34;;;;;;;1114
Test419;50;NOT USED;129.36;15890720;0.73;0.74;0.77;true;0.16;0.12;0.13;114.99;114.95;114.97;115.15;115.07;115.11;;;;;;;1114
Test420;50;NOT USED;247.26;32095088;0.71;0.72;0.74;true;0.16;0.11;0.14;232.21;232.13;232.16;232.34;232.25;232.30;;;;;;;1114
Test421;50;NOT USED;500.29;67108864;0.70;0.70;0.72;true;0.16;0.11;0.13;485.40;485.34;485.36;485.54;485.46;485.50;;;;;;;1114
Test422;50;NOT USED;984.64;134217728;0.70;0.70;0.73;true;0.16;0.11;0.14;970.91;970.63;970.66;971.07;970.75;970.80;;;;;;;1114
